area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_clean,lat,lon,dist_to_school_km,dist_to_hospital_km,dist_to_transit_km
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Maana E,3785,5.0,,280.0,4.0,3785.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Super built-up  Area,Ready To Move,1st Block BEL Layout,3 BHK,,1540,3.0,2.0,85.0,3.0,1540.0,13.0703462,77.5555305,,,
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,65.11,3.0,1550.0,12.8856913,77.5526564,0.9963963823531752,0.359091638722918,0.0973468545381832
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Apows M,1345,2.0,1.0,57.0,3.0,1345.0,13.1006982,77.5963454,1.1101413730029868,0.0830813646669616,0.1725955228275265
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Assha A,975,2.0,2.0,45.0,3.0,975.0,12.8473999,77.6724452,0.4003537691158839,0.6695947877797833,0.0713470995046223
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1140,2.0,2.0,46.0,2.0,1140.0,12.9116225,77.6388622,0.3759611716599876,0.3075278370674322,0.1294634386203708
Super built-up  Area,18-Aug,JP Nagar,2 BHK,DSvvyx ,1152,2.0,1.0,34.56,2.0,1152.0,12.9096941,77.5866067,0.5538147890196375,0.2826771451243934,0.0885996194616161
Built-up  Area,Ready To Move,Old Airport Road,4 Bedroom,,3200,4.0,2.0,700.0,4.0,3200.0,12.9591061,77.6595688,1.2876293687156375,0.0536053412771556,0.0209077160408284
Super built-up  Area,19-Dec,Kodathi,3 BHK,,1033,2.0,2.0,31.5,3.0,1033.0,12.8905129,77.7133427,1.29729958960531,2.3827254204468664,0.9617959040402824
Super built-up  Area,Ready To Move,Richards Town,3 BHK,PriumMi,1800,3.0,0.0,230.0,3.0,1800.0,13.0042369,77.6170601,0.4526324685058399,0.1733256044928783,0.1685262557485226
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1102,2.0,2.0,53.67,2.0,1102.0,12.9552572,77.6984163,0.6719239127411085,0.190113011289509,0.2419124009198896
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,,1223,2.0,2.0,42.81,3.0,1223.0,12.8992578,77.5321721,1.136546111340634,0.8850959120596756,0.5123876054084918
Super built-up  Area,18-Mar,Kadugodi,3 BHK,Alestrb,1762,3.0,3.0,112.0,3.0,1762.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Mameser,560,2.0,1.0,16.6,2.0,560.0,12.9229728,77.4842926,1.02066683482025,0.109134829201366,0.1300462809805596
Built-up  Area,Ready To Move,KR Puram,6 Bedroom,,2000,6.0,0.0,85.0,6.0,2000.0,13.007516,77.695935,1.2063438008359872,0.0725318111449869,0.1011381963899148
Super built-up  Area,Ready To Move,Electronic City,3 BHK,DSgmax ,1410,2.0,2.0,38.0,3.0,1410.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Super built-up  Area,19-Dec,Thanisandra,3 BHK,DSity S,1853,3.0,1.0,64.86,3.0,1853.0,13.0522499,77.6316152,0.4103630847737383,0.244729083276761,0.0479116314175673
Super built-up  Area,Ready To Move,Kothanur,2 BHK,,1455,2.0,,69.0,2.0,1455.0,12.8701259,77.5820178,0.2901253561555079,1.2046900818961757,0.1255652912582252
Super built-up  Area,18-Jan,Hebbal,2 BHK,Prersis,1138,2.0,1.0,110.0,2.0,1138.0,13.0382184,77.5919,0.7863823345646925,0.1236876912510814,0.3075766141575576
Built-up  Area,Ready To Move,Sarjapur  Road,3 Bedroom,Adntsra,2556,3.0,2.0,169.0,3.0,2556.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Super built-up  Area,18-May,TC Palaya,3 BHK,,1200,2.0,0.0,66.5,3.0,1200.0,13.0105743,77.6932572,0.9563849880311064,0.0610133292415858,0.2371431196940018
Super built-up  Area,Ready To Move,Anantapura,2 BHK,,1200,2.0,2.0,37.0,2.0,1200.0,13.1150894,77.5679972,,,
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,204Sq. Meter,4.0,2.0,185.0,3.0,2195.8356,13.0522499,77.6316152,0.4103630847737383,0.244729083276761,0.0479116314175673
Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,36.0,2.0,1200.0,12.7836552,77.7461411,,,
Super built-up  Area,19-Jun,Whitefield,3 BHK,VaiteEx,1870,3.0,2.0,138.0,3.0,1870.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,18-May,Panathur,2 BHK,Prcesvy,1199,2.0,1.0,86.0,2.0,1199.0,12.9351457,77.7047541,1.3522923878737512,0.1539823729039149,0.1818633163630239
Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,,1360,2.0,2.0,54.4,3.0,1360.0,12.8857355,77.5557448,0.90864791806872,0.6485990063096463,0.34598933783499
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,,1230,3.0,3.0,53.0,3.0,1230.0,13.0283523,77.650469,,,
Plot  Area,Ready To Move,Kasturi Nagar,4 Bedroom,,1200,4.0,2.0,250.0,4.0,1200.0,13.0015277,77.6512362,0.5432022852901733,0.7088322872416989,0.6359952869577619
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,83.0,2.0,1047.0,12.977594,77.7155586,0.884085752213232,0.567895273741003,0.0604285081728594
Plot  Area,18-Mar,Electronic City Phase II,4 Bedroom,,6000,4.0,,260.0,4.0,6000.0,12.8473999,77.6724452,0.4003537691158839,0.6695947877797833,0.0713470995046223
Plot  Area,18-Feb,Ramamurthy Nagar,2 Bedroom,,1200,2.0,1.0,76.0,2.0,1200.0,13.0120218,77.6777817,0.7012545493049456,0.1005038444793955,0.1340673492662811
Super built-up  Area,18-Jan,Kengeri Satellite Town,2 BHK,V6estde,1255 - 1350,2.0,0.0,44.285,2.0,1302.5,12.9229728,77.4842926,1.02066683482025,0.109134829201366,0.1300462809805596
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,725,2.0,1.0,30.0,2.0,725.0,12.9176571,77.4837568,0.4503921372896056,0.3716515779443523,0.1561736051709742
Super built-up  Area,Ready To Move,Jakkur,3 BHK,HRaniIb,1645,3.0,1.0,100.0,3.0,1645.0,13.0784743,77.6068938,2.422881161415774,0.8241615020057301,0.1216825084790213
Built-up  Area,Ready To Move,Sultan Palaya,2 BHK,,870,2.0,1.0,65.0,2.0,870.0,12.9639079,77.5687792,0.3438611562866863,0.4036862139012211,0.0270904262857787
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1026,2.0,1.0,49.95,2.0,1026.0,12.9552572,77.6984163,0.6719239127411085,0.190113011289509,0.2419124009198896
Super built-up  Area,Ready To Move,Cooke Town,2 BHK,,1710,2.0,2.0,200.0,2.0,1710.0,13.0021998,77.6251814,0.5773875959324263,0.2308652543926518,0.5154163752922875
Super built-up  Area,18-Apr,Hosur Road,3 BHK,PuendWe,1766,3.0,1.0,130.0,3.0,1766.0,12.910142,77.6270827,0.2329830559012165,0.0590782726111296,0.0840658906413644
Super built-up  Area,Ready To Move,Makali,1 BHK,,500,1.0,1.0,15.0,1.0,500.0,13.0655449,77.4533438,,,2.2392726106244023
Built-up  Area,18-Apr,JP Nagar,2 BHK,,1100,1.0,1.0,15.0,2.0,1100.0,12.9096941,77.5866067,0.5538147890196375,0.2826771451243934,0.0885996194616161
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1221,3.0,3.0,52.0,3.0,1221.0,12.7764978,77.6326204,,0.4225690249010627,1.1974502221048098
Super built-up  Area,Ready To Move,Rachenahalli,1 BHK,,680,1.0,1.0,46.0,1.0,680.0,13.0588586,77.6232576,1.084068787661565,1.0315316936979175,0.1023443947961453
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1278,2.0,2.0,90.0,2.0,1278.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,PentyVB,1025,2.0,2.0,66.0,2.0,1025.0,12.8966996,77.6124269,0.2217281762657111,0.2632316869346831,0.6305082102936035
Super built-up  Area,18-Aug,Whitefield,2 BHK,SSdhimr,1175,2.0,1.0,39.0,2.0,1175.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,19-Jul,Sarjapur  Road,2 BHK,Sasta S,870 - 1080,2.0,0.0,28.275,2.0,975.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Built-up  Area,Ready To Move,6th Phase JP Nagar,1 Bedroom,,600,1.0,1.0,75.0,1.0,600.0,12.9071324,77.5734008,,,
Super built-up  Area,Ready To Move,Anjanapura,2 BHK,,710,2.0,0.0,25.0,2.0,710.0,12.8601312,77.5540587,,,
Built-up  Area,18-Dec,Huskur,2 BHK,,1165,2.0,1.0,33.64,2.0,1165.0,12.8607674,77.7071019,2.3592963355294545,,0.2173839973935279
Super built-up  Area,18-Apr,Sarjapur,1 BHK,SNityVe,625,1.0,1.0,19.0,1.0,625.0,12.9694037,77.5870258,0.513245507673521,0.1753433216729026,0.0443651517984582
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,,1340,3.0,1.0,66.0,3.0,1340.0,12.9812262,77.6745845,0.646798793911414,0.3209877806589806,0.5136258206317895
Plot  Area,Ready To Move,Lakkasandra,7 Bedroom,,1500,6.0,0.0,210.0,7.0,1500.0,12.9381829,77.6002563,0.2071588325575968,0.2929905799682557,0.1567810193681706
Super built-up  Area,Ready To Move,JP Nagar,1 BHK,Brine J,750,1.0,1.0,52.5,1.0,750.0,12.9096941,77.5866067,0.5538147890196375,0.2826771451243934,0.0885996194616161
Built-up  Area,Ready To Move,Shampura,3 BHK,Koillph,1475,3.0,3.0,78.0,3.0,1475.0,13.0309565,77.6111581,0.627610324960466,0.3289322759884024,0.2560862573611048
Plot  Area,Ready To Move,Singapura Village,4 Bedroom,,2230,4.0,1.0,130.0,4.0,2230.0,13.0797045,77.5384544,1.4452352475653876,0.3519167009104598,
Plot  Area,Ready To Move,Mysore Road,2 Bedroom,SrageGl,900,2.0,0.0,65.0,2.0,900.0,12.9467026,77.5300705,0.7109790178070446,0.4682574972882378,0.0059360569856146
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,MJtroty,1116,2.0,2.0,37.0,2.0,1116.0,12.8473999,77.6724452,0.4003537691158839,0.6695947877797833,0.0713470995046223
Built-up  Area,Ready To Move,Hoodi,2 BHK,,948,2.0,1.0,75.0,2.0,948.0,12.9959233,77.7192796,0.3892118110996679,1.0030747810000276,0.0340530115309367
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,,970,2.0,1.0,55.0,2.0,970.0,13.0254156,77.5960071,0.3705923731324917,0.1368004962649884,0.1607355940841766
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,,1200,2.0,1.0,65.0,3.0,1200.0,13.0522499,77.6316152,0.4103630847737383,0.244729083276761,0.0479116314175673
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Chllea ,4400,5.0,3.0,525.0,4.0,4400.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,HoAcela,1914,3.0,3.0,179.0,3.0,1914.0,13.0621474,77.5800614,1.058389493652261,0.7788420229890425,0.3797750645631743
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3.0,2.0,85.5,3.0,1820.0,13.1424106,77.7340989,,1.274730303566862,0.5223279199956383
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3.0,2.0,93.0,3.0,1820.0,13.1424106,77.7340989,,1.274730303566862,0.5223279199956383
Built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Rahidhi,1565,3.0,2.0,78.0,3.0,1565.0,12.8658068,77.5911918,0.5611288741900337,0.8962946840072035,0.0698589335179441
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Nihtsur,1334,2.0,3.0,42.69,2.0,1334.0,12.8742536,77.6260073,0.0564740136609505,0.4261364523608231,0.0426900671248846
Super built-up  Area,19-Mar,Sarakki Nagar,2 BHK,,924,2.0,2.0,76.23,2.0,924.0,12.9106407,77.5845458,0.3345753113965817,0.0387307488775692,0.0655157093407413
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,914,2.0,2.0,49.0,2.0,914.0,12.7764978,77.6326204,,0.4225690249010627,1.1974502221048098
Built-up  Area,Ready To Move,Kengeri,1 BHK,,500,1.0,1.0,17.0,1.0,500.0,12.9176571,77.4837568,0.4503921372896056,0.3716515779443523,0.1561736051709742
Super built-up  Area,18-Mar,Yelahanka,3 BHK,Miitat ,2145,3.0,3.0,125.0,3.0,2145.0,13.1006982,77.5963454,1.1101413730029868,0.0830813646669616,0.1725955228275265
Plot  Area,Ready To Move,Yelahanka,5 Bedroom,,1200,5.0,,162.0,5.0,1200.0,13.1006982,77.5963454,1.1101413730029868,0.0830813646669616,0.1725955228275265
Built-up  Area,18-Apr,Electronic City,3 BHK,,1650,3.0,2.0,100.0,3.0,1650.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,3940,4.0,3.0,220.0,4.0,3940.0,12.9552572,77.6984163,0.6719239127411085,0.190113011289509,0.2419124009198896
Built-up  Area,18-Dec,Electronic City,2 BHK,,1020,2.0,1.0,29.45,2.0,1020.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,,1180,2.0,3.0,58.0,2.0,1180.0,12.9932739,77.5388099,,,
Super built-up  Area,Ready To Move,Ulsoor,2 BHK,Rilor C,1255,2.0,3.0,120.0,2.0,1255.0,12.9778793,77.6246697,0.2747246798005799,0.2203640102478505,0.259114414778001
Super built-up  Area,20-Jul,Langford Gardens,3 BHK,Soond R,2777.29,5.0,2.0,650.0,3.0,2777.29,12.9631709,77.598018,0.5446156283095855,0.0298016537151266,0.1608238226397243
Super built-up  Area,Ready To Move,Bommasandra,2 BHK,Heatee ,1014,2.0,1.0,35.0,2.0,1014.0,12.8160161,77.6892217,2.992311219891365,1.0929517272984866,0.3785562442633366
Built-up  Area,Ready To Move,Shampura,4 Bedroom,,920,2.0,0.0,90.0,4.0,920.0,13.0309565,77.6111581,0.627610324960466,0.3289322759884024,0.2560862573611048
Super built-up  Area,Ready To Move,Attibele,2 BHK,Inenshe,695,1.0,1.0,25.0,2.0,695.0,12.7751249,77.7709216,,,
Plot  Area,Ready To Move,Prithvi Layout,3 Bedroom,Prigh L,2273,4.0,3.0,220.0,3.0,2273.0,12.977178,77.7436455,0.3302706528674197,0.9020964722799288,0.793661241073823
Super built-up  Area,18-Mar,GM Palaya,2 BHK,,1140,2.0,2.0,48.95,2.0,1140.0,12.974779,77.6654084,0.7406277178645391,0.0816753577410524,0.1285503558553249
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1180,2.0,2.0,41.0,2.0,1180.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,20-Aug,Begur Road,4 BHK,Pruthg ,2400,4.0,2.0,152.0,4.0,2400.0,12.8742536,77.6260073,0.0564740136609505,0.4261364523608231,0.0426900671248846
Super built-up  Area,Ready To Move,Attibele,2 BHK,Inenshe,850,1.0,1.0,25.0,2.0,850.0,12.7751249,77.7709216,,,
Super built-up  Area,Ready To Move,Banashankari,2 BHK,Koestpt,1200,2.0,1.0,60.0,2.0,1200.0,12.9278196,77.556621,,,
Built-up  Area,18-Dec,"Bellandur,",4 BHK,,3160,4.0,3.0,206.0,4.0,3160.0,12.9320495,77.6842915,0.6470596897057579,0.1078135040763627,0.3093518937483647
Super built-up  Area,Ready To Move,Hoodi,3 BHK,Keers S,1769,3.0,3.0,96.87,3.0,1769.0,12.9959233,77.7192796,0.3892118110996679,1.0030747810000276,0.0340530115309367
Plot  Area,Ready To Move,Jigani,4 Bedroom,Ceeury ,133.3Sq. Yards,3.0,2.0,160.0,4.0,1199.7,12.7764978,77.6326204,,0.4225690249010627,1.1974502221048098
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1243,2.0,2.0,46.0,2.0,1243.0,12.9018012,77.6641767,1.3909299035710845,0.8326963261355745,1.3074632901104353
Plot  Area,18-Apr,2nd Block Jayanagar,4 Bedroom,,4920,5.0,2.0,1150.0,4.0,4920.0,12.9381478,77.5828269,,,
Super built-up  Area,Ready To Move,Mallasandra,2 BHK,Shbhi S,905,2.0,1.0,40.0,2.0,905.0,13.0548302,77.5155741,2.4592409808990885,0.6787299500957701,0.5584357386846475
Built-up  Area,Ready To Move,Kothanur,1 Bedroom,,627,1.0,1.0,30.0,1.0,627.0,12.8701259,77.5820178,0.2901253561555079,1.2046900818961757,0.1255652912582252
Built-up  Area,18-Mar,Domlur,3 BHK,,2180,3.0,2.0,285.0,3.0,2180.0,12.9624669,77.6381958,0.4041152176117952,0.262058660005068,0.1086592570255002
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,,2400,3.0,2.0,260.0,3.0,2400.0,12.9975851,77.6136744,0.2440334342978169,0.1092781119316838,0.1972907297840227
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Palanla,1435,3.0,1.0,73.0,3.0,1435.0,12.9552572,77.6984163,0.6719239127411085,0.190113011289509,0.2419124009198896
Super built-up  Area,22-May,Jakkur,4 BHK,SoineC ,3405.1,6.0,3.0,400.0,4.0,3405.1,13.0784743,77.6068938,2.422881161415774,0.8241615020057301,0.1216825084790213
Built-up  Area,Ready To Move,Kodihalli,3 BHK,KAMESRI,1620,3.0,2.0,130.0,3.0,1620.0,12.9635497,77.6460411,0.2641434516488122,0.2476718382881742,0.4051581314440208
Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1862,3.0,2.0,125.0,3.0,1862.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,19-Nov,Kaikondrahalli,2 BHK,,674,1.0,1.0,19.9,2.0,674.0,12.9138348,77.6775268,1.7387244171739296,0.0465427068582542,0.0164266142196175
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1220,2.0,1.0,59.0,2.0,1220.0,12.9552572,77.6984163,0.6719239127411085,0.190113011289509,0.2419124009198896
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1027,2.0,2.0,44.0,2.0,1027.0,12.9018012,77.6641767,1.3909299035710845,0.8326963261355745,1.3074632901104353
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1025,2.0,1.0,49.0,2.0,1025.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MenueNo,1430,2.0,3.0,54.5,3.0,1430.0,13.0522499,77.6316152,0.4103630847737383,0.244729083276761,0.0479116314175673
Super built-up  Area,Ready To Move,Panathur,2 BHK,Diensso,1235,2.0,3.0,65.0,2.0,1235.0,12.9351457,77.7047541,1.3522923878737512,0.1539823729039149,0.1818633163630239
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,NianaBr,1291,2.0,3.0,32.0,3.0,1291.0,12.8401734,77.6595099,1.2771586723358812,0.2949821891085972,0.0976455973631153
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1498,3.0,2.0,95.0,3.0,1498.0,12.8856913,77.5526564,0.9963963823531752,0.359091638722918,0.0973468545381832
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2180,3.0,2.0,240.0,3.0,2180.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Super built-up  Area,18-Apr,Electronic City,2 BHK,,1000,2.0,1.0,29.7,2.0,1000.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Plot  Area,Ready To Move,Ejipura,2 Bedroom,,922,2.0,1.0,70.0,2.0,922.0,12.945245,77.6274776,0.1528011289535298,0.5929921369418859,0.2084721331519055
Built-up  Area,Ready To Move,Victoria Layout,2 BHK,,850,2.0,1.0,72.0,2.0,850.0,12.9656579,77.6142682,0.2800174285034312,0.131849626217331,0.3321223377280893
Plot  Area,Ready To Move,New Thippasandra,3 Bedroom,,750,3.0,2.0,155.0,3.0,750.0,12.9761264,77.660815,0.8102886504602792,0.5734579359470656,0.5607771749754614
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,CMhamai,1123,2.0,2.0,64.0,2.0,1123.0,12.964118,77.7130369,,,
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GRvanun,1235,2.0,1.0,75.0,2.0,1235.0,12.932582,77.5162034,0.9759304408956934,0.1594975898310746,0.5154087829957453
Super built-up  Area,Ready To Move,Kogilu,2 BHK,,1250,2.0,1.0,55.55,2.0,1250.0,13.1067228,77.6173956,2.098973134389521,1.224796341356449,0.2827542119610424
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Prrry M,2403,5.0,,360.0,4.0,2403.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,45.91,2.0,984.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,PuineSu,1305,2.0,1.0,99.0,2.0,1305.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Plot  Area,Ready To Move,Attur Layout,2 Bedroom,,1200,1.0,0.0,65.0,2.0,1200.0,13.0994536,77.5680336,,,
Plot  Area,Ready To Move,1st Block HRBR Layout,3 Bedroom,,600,3.0,1.0,90.0,3.0,600.0,13.0100548,77.6431061,,,
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,5.0,3.0,204.0,4.0,2790.0,13.0382184,77.5919,0.7863823345646925,0.1236876912510814,0.3075766141575576
Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,Brglede,2010,3.0,2.0,125.0,4.0,2010.0,13.0069152,77.6882534,0.3938088976754101,0.4502325198385685,0.3637607340242174
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,,995,2.0,0.0,42.0,2.0,995.0,12.8401734,77.6595099,1.2771586723358812,0.2949821891085972,0.0976455973631153
Built-up  Area,Ready To Move,Varthur Road,2 BHK,VRdelit,1277,2.0,2.0,59.0,2.0,1277.0,12.9561094,77.7295768,0.8493124126329409,0.111295504517586,0.1403305063496017
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1236,2.0,2.0,61.33,2.0,1236.0,12.9119693,77.5882043,,,
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,DLhtsnd,1265,2.0,3.0,67.0,2.0,1265.0,13.0195427,77.6831272,,,
Super built-up  Area,18-Apr,Kanakpura Road,1 BHK,PrarePa,525,,,27.0,1.0,525.0,12.8856913,77.5526564,0.9963963823531752,0.359091638722918,0.0973468545381832
Built-up  Area,Ready To Move,Gubbalala,5 BHK,MauilTr,2570,4.0,,141.0,5.0,2570.0,12.8856635,77.5416809,0.339025457075945,0.6321005737064433,0.012932822200589
Plot  Area,Ready To Move,Hennur Road,4 Bedroom,,2400,5.0,3.0,390.0,4.0,2400.0,13.0351224,77.631944,0.2765531953436611,0.2961596190679827,0.3357653297815484
Super built-up  Area,Ready To Move,Shikaripalya,3 BHK,ALtonea,1442,3.0,2.0,56.24,3.0,1442.0,12.8359685,77.6571728,1.655037556174444,0.1558641796823294,0.1621685184036257
Super built-up  Area,Ready To Move,Ardendale,2 BHK,AWharde,1224,2.0,2.0,70.0,2.0,1224.0,13.0261749,77.766388,,,
Super built-up  Area,Ready To Move,Bellandur,2 BHK,,1205,2.0,1.0,59.0,2.0,1205.0,12.9320495,77.6842915,,,
Super built-up  Area,Ready To Move,Richmond Town,2 BHK,APusenc,1233,2.0,3.0,100.0,2.0,1233.0,12.963555,77.6015856,0.5015668300732825,0.2474399159867237,0.3251300371828557
Super built-up  Area,Ready To Move,5th Block Hbr Layout,2 BHK,,1312,2.0,3.0,69.0,2.0,1312.0,13.0374664,77.628799,,,
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Goty  E,1449,3.0,2.0,90.0,3.0,1449.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,Nisisn ,1090,2.0,1.0,54.0,2.0,1090.0,12.8646227,77.6081639,0.825280551731642,0.953626673821954,0.9205026251346132
Plot  Area,Ready To Move,Kaggadasapura,5 Bedroom,,2100,5.0,0.0,150.0,5.0,2100.0,12.9812262,77.6745845,0.646798793911414,0.3209877806589806,0.5136258206317895
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1390,2.0,3.0,62.55,3.0,1390.0,12.9055682,77.5455438,0.2274673373571319,0.1519599724939662,0.1694410044511424
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,Srncyya,1200,2.0,3.0,78.0,2.0,1200.0,12.9096941,77.5866067,0.5538147890196375,0.2826771451243934,0.0885996194616161
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Vincyat,1000,2.0,2.0,58.0,2.0,1000.0,12.9140788,77.6188862,,,
Plot  Area,18-Oct,Devanahalli,4 Bedroom,Amais V,2400,5.0,2.0,190.0,4.0,2400.0,13.142344,77.7339688,,1.284534894489931,0.5108250171089255
Super built-up  Area,21-Dec,Thanisandra,3 BHK,Bhe 2ko,1732,3.0,1.0,85.73,3.0,1732.0,13.0522499,77.6316152,0.4103630847737383,0.244729083276761,0.0479116314175673
Super built-up  Area,Ready To Move,Banashankari,2 BHK,Bregae ,1290,2.0,2.0,80.0,2.0,1290.0,12.9278196,77.556621,,,
Super built-up  Area,Ready To Move,Marasandra,3 BHK,,1840,3.0,3.0,85.0,3.0,1840.0,13.1039235,77.7114248,,,0.6265609725363678
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,1917,4.0,2.0,100.0,3.0,1917.0,13.0522499,77.6316152,0.4103630847737383,0.244729083276761,0.0479116314175673
Built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2 BHK,NaaveEn,1100,2.0,2.0,57.0,2.0,1100.0,12.9715261,77.5595225,,,
Super built-up  Area,Ready To Move,Kudlu,3 BHK,,1455,2.0,3.0,60.0,3.0,1455.0,12.8889126,77.6555716,0.7560662488900936,0.5476723874756205,0.710458599490456
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2774,4.0,3.0,208.0,4.0,2774.0,12.9591061,77.6595688,1.2876293687156375,0.0536053412771556,0.0209077160408284
Plot  Area,Ready To Move,Haralur Road,5 Bedroom,,1200,5.0,,255.0,5.0,1200.0,12.9018012,77.6641767,1.3909299035710845,0.8326963261355745,1.3074632901104353
Super built-up  Area,Ready To Move,Devarachikkanahalli,3 BHK,Shireru,1425,2.0,2.0,65.0,3.0,1425.0,12.8931539,77.6219724,0.2361360557477875,0.2418815970480645,0.4494674896338274
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,1655,3.0,1.0,113.0,3.0,1655.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
